Item,Type,Date,Document Number,Description,Qty. Sold,Sales Price,Revenue,Address: Billing Address State,Customer/Project: Company Name
,Invoice,6/13/16,INV15367,"ActivBoard 6 Touch Range 78"" Dry Erase electronic interactive whiteboard. ActivInspire Professional Edition available FOC",2.00,"$2,049.00 ","$4,098.00 ",NV,Sutro Elementary School
,Invoice,7/13/16,INV15463,Install ActivMount on clear wall.,2.00,$385.00 ,$770.00 ,NV,Sutro Elementary School
,Invoice,5/5/16,INV15224,"Mount Upgrade Kit with DLP short-throw. Wallbox not included. For use with both current and previous versons of 64""/78""/87""/95"" ActivBoards.",4.00,$0.00 ,$0.00 ,NV,Sutro Elementary School
,Invoice,6/13/16,INV15367,"Mount Upgrade Kit with DLP short-throw. Wallbox not included. For use with both current and previous versons of 64""/78""/87""/95"" ActivBoards.",2.00,$0.00 ,$0.00 ,NV,Sutro Elementary School
,Invoice,4/18/16,INV15150,Certified Professional Installation of the Projector with upgrade kit in Room B-3,1.00,$85.00 ,$85.00 ,NV,Ted Hunsberger Elementary School
,Credit Memo,4/18/16,321,Certified Professional Installation of the Projector with upgrade kit in Room B-3,-1.00,$85.00 ,($85.00),NV,Ted Hunsberger Elementary School
,Invoice,4/15/16,INV15149,"Projector Upgrade - Includes DLP short throw projector and upgrade kit. Compatible with 64"" and 78"" ActivBoards on V1 systems",1.00,$650.00 ,$650.00 ,NV,Ted Hunsberger Elementary School
,Invoice,8/22/16,INV15590,AE system with wall speakers. Labor only. No raceway included,4.00,$335.00 ,"$1,340.00 ",NV,Vasko Electric
,Invoice,8/22/16,INV15590,"Install ActivPanel 65"". Labor only",4.00,$335.00 ,"$1,340.00 ",NV,Vasko Electric
,Invoice,8/22/16,INV15590,Install school or district supplied projector ceiling mounted. Includes all hardware. No cabling or power for projector,1.00,$795.00 ,$795.00 ,NV,Vasko Electric
,Invoice,8/22/16,INV15590,"Install school or district supplied Promethean Activboard old ""no warranty on Activboard"" on clear wall.",1.00,$280.00 ,$280.00 ,NV,Vasko Electric
,Invoice,11/7/16,INV15956,Lead and Asbestos Procedure,1.00,$150.00 ,$150.00 ,NV,Verdi Elementary School
,Invoice,11/7/16,INV15956,Move ActivBoard system from room A-8 to the library.,1.00,$335.00 ,$335.00 ,NV,Verdi Elementary School
,Invoice,6/13/16,INV15364,Peerless Adjustable Component Shelf for A/V,12.00,$96.09 ,"$1,153.08 ",NV,Verdi Elementary School
,Invoice,6/13/16,INV15364,Peerless Adjustable Component Shelf for A/V,4.00,$96.09 ,$384.36 ,NV,Verdi Elementary School
,Invoice,6/13/16,INV15364,Peerless Safety Belt Accessory for PS200,12.00,$11.00 ,$132.00 ,NV,Verdi Elementary School
,Invoice,6/13/16,INV15364,Peerless Safety Belt Accessory for PS200,4.00,$11.00 ,$44.00 ,NV,Verdi Elementary School
,Invoice,7/27/16,INV15510,"BoxLight ECO X26N projector, 1024x768 resolution, 2600 lumens. HDMI, VGA, S-Vid, Component",2.00,$534.25 ,"$1,068.50 ",NV,Veterans Memorial Elementary School
,Credit Memo,11/28/16,356,"BoxLight ECO X26N projector, 1024x768 resolution, 2600 lumens. HDMI, VGA, S-Vid, Component",-2.00,$468.52 ,($937.04),NV,Veterans Memorial Elementary School
,Invoice,7/27/16,INV15509,BoxLight Lamps4life-EDU - Warranty. Boxlight will exchange the lamp  for the life of the projector!,2.00,$99.00 ,$198.00 ,NV,Veterans Memorial Elementary School
,Credit Memo,11/28/16,357,BoxLight Lamps4life-EDU - Warranty. Boxlight will exchange the lamp  for the life of the projector!,-2.00,$99.00 ,($198.00),NV,Veterans Memorial Elementary School
,Invoice,6/30/16,INV15478,"****PLEASANT VALLEY****  Audio Enhancement Sentinel PAL System w/o Speakers or Speaker wires (kit)  3010-0100 Power Supply Switching for the Achiever, Ultimate III, Elite II, MS400, GL300 and IR Receiver 1 each 3120-0001 Battery Panasonic rechargeable nickel metal hydride AA battery (orange) 2 each 3110-0014 Charger Wall Mount Mic Charger - AEBC-09 1 each 3000-0456 CA-50 Amplifier  power Supply 3010-0100 Sold Separately) 1 each 1300-1233 Cable - 50ft  Cat6 Plenum w/Molded Boot - Black 1 each      3100-0076 Microphone New Micro Infrared Handheld Microphone 1 each      3400-0018 Dome Receiver IR-Satellite TLD100 with adapter 1 each       3100-0072 Microphone - AE Infrared Tear-Drop Microphone - Safe Enabled - NBL 1 each",1.00,"$1,040.00 ","$1,040.00 ",NV,Washoe County School District
,Invoice,6/30/16,INV15478,"****TOWELS REVITALIZATION****  Audio Enhancement Sentinel PAL System w/o Speakers or Speaker wires (kit)  3010-0100 Power Supply Switching for the Achiever, Ultimate III, Elite II, MS400, GL300 and IR Receiver 1 each 3120-0001 Battery Panasonic rechargeable nickel metal hydride AA battery (orange) 2 each 3110-0014 Charger Wall Mount Mic Charger - AEBC-09 1 each 3000-0456 CA-50 Amplifier  power Supply 3010-0100 Sold Separately) 1 each 1300-1233 Cable - 50ft  Cat6 Plenum w/Molded Boot - Black 1 each      3100-0076 Microphone New Micro Infrared Handheld Microphone 1 each      3400-0018 Dome Receiver IR-Satellite TLD100 with adapter 1 each       3100-0072 Microphone - AE Infrared Tear-Drop Microphone - Safe Enabled - NBL 1 each",1.00,"$1,040.00 ","$1,040.00 ",NV,Washoe County School District
,Invoice,11/30/16,INV16070,"70in LED LCD Public Display Monitor 1920x1080 (FHD) Black with full AV function, Option Slot (OPS only), RS-232/LAN bidirectional control, HDMI x 2, DVI, VGA, DisplayPort connections, Integrated speakers, 3 Year Warranty, Stand not included",1.00,"$2,949.00 ","$2,949.00 ",NV,Washoe County School District
,Invoice,6/30/16,INV15283,"Audio Enhancement Sentinel PAL System w/o Speakers or Speaker wires (kit)  3010-0100 Power Supply Switching for the Achiever, Ultimate III, Elite II, MS400, GL300 and IR Receiver 1 each 3120-0001 Battery Panasonic rechargeable nickel metal hydride AA battery (orange) 2 each 3110-0014 Charger Wall Mount Mic Charger - AEBC-09 1 each 3000-0456 CA-50 Amplifier  power Supply 3010-0100 Sold Separately) 1 each 1300-1233 Cable - 50ft  Cat6 Plenum w/Molded Boot - Black 1 each      3100-0076 Microphone New Micro Infrared Handheld Microphone 1 each      3400-0018 Dome Receiver IR-Satellite TLD100 with adapter 1 each       3100-0072 Microphone - AE Infrared Tear-Drop Microphone - Safe Enabled - NBL 1 each",4.00,"$1,040.00 ","$4,160.00 ",NV,Washoe County School District
,Invoice,9/14/16,INV15713,"Audio Enhancement TearDrop Microphone  Kit - Teacher Mic Kit - Includes teardrop mic, 1 AA Battery, and Charger (KIT)   IF A SMART MIC IS NEEDED, PLEASE DESIGNATE.",1.00,$0.00 ,$0.00 ,NV,Washoe County School District
,Invoice,6/13/16,INV15363,"BoxLight ECO X26N projector, 1024x768 resolution, 2600 lumens. HDMI, VGA, S-Vid, Component.   Includes Lamps4Life",5.00,$649.00 ,"$3,245.00 ",NV,Washoe County School District
,Invoice,6/13/16,INV15363,BoxLight Lamps4life-EDU - Warranty  Serial #s of projectors covered under the warranty: 33110008A5470075 33110008A5470078 33110008A5470079 33110008A5470085 33110008A5470100,5.00,$0.00 ,$0.00 ,NV,Washoe County School District
,Invoice,6/30/16,INV15283,"GOMM ES Audio Enhancement Sentinel PAL System w/o Speakers or Speaker wires (kit)  3010-0100 Power Supply Switching for the Achiever, Ultimate III, Elite II, MS400, GL300 and IR Receiver 1 each 3120-0001 Battery Panasonic rechargeable nickel metal hydride AA battery (orange) 2 each 3110-0014 Charger Wall Mount Mic Charger - AEBC-09 1 each 3000-0456 CA-50 Amplifier  power Supply 3010-0100 Sold Separately) 1 each 1300-1233 Cable - 50ft  Cat6 Plenum w/Molded Boot - Black 1 each      3100-0076 Microphone New Micro Infrared Handheld Microphone 1 each      3400-0018 Dome Receiver IR-Satellite TLD100 with adapter 1 each       3100-0072 Microphone - AE Infrared Tear-Drop Microphone - Safe Enabled - NBL 1 each",23.00,"$1,040.00 ","$23,920.00 ",NV,Washoe County School District
,Invoice,7/15/16,INV15407,"GOMM ES WCSD ActivPanel Touch2 65” 2 x pens, Vesa Mount & cable pack included.  ActivInspire Professional Edition available FOC.   Reference OR1060771",23.00,"$3,499.00 ","$80,477.00 ",NV,Washoe County School District
,Invoice,6/30/16,INV15283,"JUNIPER ES Audio Enhancement Sentinel PAL System w/o Speakers or Speaker wires (kit)  3010-0100 Power Supply Switching for the Achiever, Ultimate III, Elite II, MS400, GL300 and IR Receiver 1 each 3120-0001 Battery Panasonic rechargeable nickel metal hydride AA battery (orange) 2 each 3110-0014 Charger Wall Mount Mic Charger - AEBC-09 1 each 3000-0456 CA-50 Amplifier  power Supply 3010-0100 Sold Separately) 1 each 1300-1233 Cable - 50ft  Cat6 Plenum w/Molded Boot - Black 1 each      3100-0076 Microphone New Micro Infrared Handheld Microphone 1 each      3400-0018 Dome Receiver IR-Satellite TLD100 with adapter 1 each       3100-0072 Microphone - AE Infrared Tear-Drop Microphone - Safe Enabled - NBL 1 each",26.00,"$1,040.00 ","$27,040.00 ",NV,Washoe County School District
,Invoice,7/15/16,INV15407,"JUNIPER ES WCSD ActivPanel Touch2 65” 2 x pens, Vesa Mount & cable pack included.  ActivInspire Professional Edition available FOC.   Reference OR1060771",26.00,"$3,499.00 ","$90,974.00 ",NV,Washoe County School District
,Invoice,9/14/16,INV15713,Microphone - Infrared Handheld Kit includes microphone and 1 AA battery,5.00,$0.00 ,$0.00 ,NV,Washoe County School District
,Invoice,11/30/16,INV16070,"Mobile Stand Mobile Stand - For use with both current and previous versions of 55"", 65"", 70"" and 84""ActivPanel Touch",1.00,$793.00 ,$793.00 ,NV,Washoe County School District
,Invoice,6/30/16,INV15283,"PLEASANT VALLEY ES Audio Enhancement Sentinel PAL System w/o Speakers or Speaker wires (kit)  3010-0100 Power Supply Switching for the Achiever, Ultimate III, Elite II, MS400, GL300 and IR Receiver 1 each 3120-0001 Battery Panasonic rechargeable nickel metal hydride AA battery (orange) 2 each 3110-0014 Charger Wall Mount Mic Charger - AEBC-09 1 each 3000-0456 CA-50 Amplifier  power Supply 3010-0100 Sold Separately) 1 each 1300-1233 Cable - 50ft  Cat6 Plenum w/Molded Boot - Black 1 each      3100-0076 Microphone New Micro Infrared Handheld Microphone 1 each      3400-0018 Dome Receiver IR-Satellite TLD100 with adapter 1 each       3100-0072 Microphone - AE Infrared Tear-Drop Microphone - Safe Enabled - NBL 1 each",27.00,"$1,040.00 ","$28,080.00 ",NV,Washoe County School District
,Invoice,7/15/16,INV15407,"PLEASANT VALLEY ES WCSD ActivPanel Touch2 65” 2 x pens, Vesa Mount & cable pack included.  ActivInspire Professional Edition available FOC.   Reference OR1060771",27.00,"$3,499.00 ","$94,473.00 ",NV,Washoe County School District
,Invoice,5/31/16,INV15332,PRM-32-35 replacement lamp,4.00,$112.00 ,$448.00 ,NV,Washoe County School District
,Invoice,6/6/16,INV15349,PRM-32-35 replacement lamp,3.00,$112.00 ,$336.00 ,NV,Washoe County School District
,Invoice,9/20/16,INV15738,PRM-32-35 replacement lamp,10.00,$112.00 ,"$1,120.00 ",NV,Washoe County School District
,Invoice,11/21/16,INV16016,PRM-32-35 replacement lamp,10.00,$112.00 ,"$1,120.00 ",NV,Washoe County School District
,Invoice,6/6/16,INV15348,"Projector Upgrade - Includes DLP short throw projector and upgrade kit. Compatible with 64"" and 78"" ActivBoards on Fixed V2 systems",3.00,$650.00 ,"$1,950.00 ",NV,Washoe County School District
,Invoice,6/30/16,INV15283,"TOWLES ES Audio Enhancement Sentinel PAL System w/o Speakers or Speaker wires (kit)  3010-0100 Power Supply Switching for the Achiever, Ultimate III, Elite II, MS400, GL300 and IR Receiver 1 each 3120-0001 Battery Panasonic rechargeable nickel metal hydride AA battery (orange) 2 each 3110-0014 Charger Wall Mount Mic Charger - AEBC-09 1 each 3000-0456 CA-50 Amplifier  power Supply 3010-0100 Sold Separately) 1 each 1300-1233 Cable - 50ft  Cat6 Plenum w/Molded Boot - Black 1 each      3100-0076 Microphone New Micro Infrared Handheld Microphone 1 each      3400-0018 Dome Receiver IR-Satellite TLD100 with adapter 1 each       3100-0072 Microphone - AE Infrared Tear-Drop Microphone - Safe Enabled - NBL 1 each",22.00,"$1,040.00 ","$22,880.00 ",NV,Washoe County School District
,Invoice,7/15/16,INV15469,"TOWLES ES WCSD ActivPanel Touch2 65” 2 x pens, Vesa Mount & cable pack included.  ActivInspire Professional Edition available FOC.   Reference OR1060771",8.00,"$3,499.00 ","$27,992.00 ",NV,Washoe County School District
,Invoice,7/15/16,INV15407,"TOWLES ES WCSD ActivPanel Touch2 65” 2 x pens, Vesa Mount & cable pack included.  ActivInspire Professional Edition available FOC.   Reference OR1060771",14.00,"$3,499.00 ","$48,986.00 ",NV,Washoe County School District
,Invoice,6/30/16,INV15283,"VERDI ES Audio Enhancement Sentinel PAL System w/o Speakers or Speaker wires (kit)  3010-0100 Power Supply Switching for the Achiever, Ultimate III, Elite II, MS400, GL300 and IR Receiver 1 each 3120-0001 Battery Panasonic rechargeable nickel metal hydride AA battery (orange) 2 each 3110-0014 Charger Wall Mount Mic Charger - AEBC-09 1 each 3000-0456 CA-50 Amplifier  power Supply 3010-0100 Sold Separately) 1 each 1300-1233 Cable - 50ft  Cat6 Plenum w/Molded Boot - Black 1 each      3100-0076 Microphone New Micro Infrared Handheld Microphone 1 each      3400-0018 Dome Receiver IR-Satellite TLD100 with adapter 1 each       3100-0072 Microphone - AE Infrared Tear-Drop Microphone - Safe Enabled - NBL 1 each",12.00,"$1,040.00 ","$12,480.00 ",NV,Washoe County School District
,Invoice,6/30/16,INV15478,WCSD ActivPanel Touch2 65”,1.00,"$3,499.00 ","$3,499.00 ",NV,Washoe County School District
,Invoice,6/30/16,INV15478,WCSD ActivPanel Touch2 65”,1.00,"$3,499.00 ","$3,499.00 ",NV,Washoe County School District
,Invoice,7/15/16,INV15469,"WCSD ActivPanel Touch2 65” 2 x pens, Vesa Mount & cable pack included.  ActivInspire Professional Edition available FOC.   Reference OR1060771",16.00,"$3,499.00 ","$55,984.00 ",NV,Washoe County School District
,Invoice,2/16/16,INV14941,Heartland: PRM-20/20 (s) Replacement Remote,3.00,$35.00 ,$105.00 ,NV,Washoe County School District
,Invoice,10/28/16,INV15927,Heartland: PRM-20/20 (s) Replacement Remote,2.00,$40.00 ,$80.00 ,NV,Washoe County School District
,Invoice,7/12/16,INV15450,PRM-32-35 replacement lamp,8.00,$112.00 ,$896.00 ,NV,Washoe County School District
,Invoice,10/28/16,INV15927,PRM-32-35 replacement lamp,3.00,$112.00 ,$336.00 ,NV,Washoe County School District
,Invoice,2/16/16,INV14941,"Promethean DLP Remote Remote control for PRM-35, EST-P1 and UST-P1 DLP Projectors",3.00,$59.00 ,$177.00 ,NV,Washoe County School District
,Invoice,10/28/16,INV15927,"Promethean DLP Remote Remote control for PRM-35, EST-P1 and UST-P1 DLP Projectors",1.00,$60.00 ,$60.00 ,NV,Washoe County School District
,Invoice,2/16/16,INV14941,Promethean PRM-32-35 replacement lamp,8.00,$112.00 ,$896.00 ,NV,Washoe County School District
,Invoice,4/19/16,INV15156,Promethean PRM-32-35 replacement lamp,4.00,$112.00 ,$448.00 ,NV,Washoe County School District
,Invoice,2/16/16,INV14941,Promethean PRM-40/45A replacement lamp.,4.00,$112.00 ,$448.00 ,NV,Washoe County School District
,Invoice,10/28/16,INV15927,Promethean PRM-45 replacement lamp.,5.00,$112.00 ,$560.00 ,NV,Washoe County School District
,Invoice,2/8/16,INV14909,"ActivPanel 70"" - 2 x stylus, 1 x ActivBoard Digital Pen, Vesa Mount & cable pack included.  ActivInspire Professional Edition available FOC",1.00,"$4,699.00 ","$4,699.00 ",NV,Washoe County Social Services
,Invoice,7/14/16,INV15468,"ActivPanel 75"" - 2 x stylus, 1 x ActivBoard Digital Pen, Vesa Mount & cable pack included. ActivInspire Professional Edition available FOC   ACT Overstock PROMO, PO must be received by July 15, 2016, and while supplies last. Get a 75"" ActivPanel for the price of a 70"" Panel",1.00,"$4,699.00 ","$4,699.00 ",NV,Washoe County Social Services
,Invoice,2/8/16,INV14909,Certified Professional Installation of the ActivPanel with mobile stand.,1.00,$280.00 ,$280.00 ,NV,Washoe County Social Services
,Invoice,7/14/16,INV15468,Certified Professional Installation of the ActivPanel with mobile stand.,1.00,$335.00 ,$335.00 ,NV,Washoe County Social Services
,Invoice,2/8/16,INV14909,ClassFlow Connect wireless presentation system,1.00,$749.00 ,$749.00 ,NV,Washoe County Social Services
,Invoice,7/14/16,INV15468,ClassFlow Connect wireless presentation system,1.00,$749.00 ,$749.00 ,NV,Washoe County Social Services
,Invoice,5/3/16,INV15214,"Professional Development - ActivPanel, ActivConnect training with Kate Cox.",1.00,"$2,000.00 ","$2,000.00 ",NV,Washoe County Social Services
,Invoice,2/8/16,INV14909,Promethean ActivPanel Touch Mobile Stand,1.00,$799.00 ,$799.00 ,NV,Washoe County Social Services
,Invoice,7/14/16,INV15468,Promethean ActivPanel Touch Mobile Stand,1.00,$799.00 ,$799.00 ,NV,Washoe County Social Services
,Invoice,4/14/16,INV15144,Assembly of ActivPanel mobile stand,1.00,$85.00 ,$85.00 ,NV,Washoe Innovations High School
,Invoice,3/31/16,INV15107,Promethean ActivPanel Touch Mobile Stand,1.00,"$1,034.00 ","$1,034.00 ",NV,Washoe Innovations High School
,Invoice,3/31/16,INV15107,Promethean ActivSoundBar - For use with ActivBoard Touch Range & ActivPanel Touch.  Brackets included,1.00,$149.00 ,$149.00 ,NV,Washoe Innovations High School
,Invoice,3/31/16,INV15107,"WCSD ActivPanel Touch2 65” 2 x pens, Vesa Mount & cable pack included.  ActivInspire Professional Edition available FOC.",1.00,"$3,499.00 ","$3,499.00 ",NV,Washoe Innovations High School
,Invoice,3/22/16,INV15069,"Try Before You Buy (APT70-TBYBAPTMS): ActivPanel 70"" with ActivPanel Mobile Stand (limit 1-3 per building)",1.00,$0.00 ,$0.00 ,NV,Washoe Inspire Academy
,Invoice,9/19/16,INV15731,Promethean PRM-45 replacement lamp.,1.00,$99.00 ,$99.00 ,NV,Wilson Elementary School
,Invoice,8/30/16,INV15618,ActivPen pack of 10 - For use with previous versions of ActivBoard,1.00,$195.00 ,$195.00 ,NV,Winnemucca Elementary School
,Invoice,8/30/16,INV15618,"ActivWand 50, Cordless battery-free extended reach pen",1.00,$79.00 ,$79.00 ,NV,Winnemucca Elementary School
,Invoice,9/14/16,INV15707,"ActivPanel 75"" - 2 x stylus, 1 x ActivBoard Digital Pen, Vesa Mount & cable pack included. ActivInspire Professional Edition available FOC Serial #75E90G7XS2A0780045 Serial #75E90G7XS2A0780046   Classflow Connect G has been included at no charge. Serial # G162400002835 Serial # G162400002837",2.00,"$3,999.00 ","$7,998.00 ",NV,Yerington Elementary School
,Invoice,9/13/16,INV15693,"Teacher ActivPen 50 - 2 pack for use with 100, 300 & 300 Pro and 500 Pro ranges.",2.00,$78.00 ,$156.00 ,NV,Yvonne Shaw Middle School
,,,,,,,,,
,,,,,,,,,
,Invoice,8/31/16,INV15645,Mimio Teach,1.00,$859.00 ,$859.00 ,OR,Abraham Lincoln Elementary School
,Invoice,5/11/16,INV15250,"ActivBoard 6 Touch Range 78"" Dry Erase electronic interactive whiteboard. ActivInspire Professional Edition available FOC",1.00,"$1,099.00 ","$1,099.00 ",OR,Baker School District 5J
,Invoice,8/15/16,INV15557,"ActivBoard 6 Touch Range 78"" Dry Erase electronic interactive whiteboard. ActivInspire Professional Edition available FOC",1.00,"$1,099.00 ","$1,099.00 ",OR,Baker School District 5J
,Invoice,8/1/16,INV15521,"ActivBoard 6 Touch Range 78"" electronic interactive whiteboard. ActivInspire Professional Edition available FOC",3.00,"$1,099.00 ","$3,297.00 ",OR,Baker School District 5J
,Invoice,5/11/16,INV15250,"Mount Upgrade Kit with DLP ultra short-throw. Wallbox not included. For use with both current and previous versons of 64""/78""/87""/95"" ActivBoards.",1.00,"$1,599.00 ","$1,599.00 ",OR,Baker School District 5J
,Invoice,8/15/16,INV15557,"Mount Upgrade Kit with DLP ultra short-throw. Wallbox not included. For use with both current and previous versons of 64""/78""/87""/95"" ActivBoards.",1.00,"$1,599.00 ","$1,599.00 ",OR,Baker School District 5J
,Invoice,5/4/16,INV15223,Promethean PRM-45A Projector,2.00,$899.00 ,"$1,798.00 ",OR,Baker School District 5J
,Invoice,10/24/16,INV15897,Promethean PRM-45A Projector,2.00,$899.00 ,"$1,798.00 ",OR,Baker School District 5J
,Invoice,1/5/16,INV14826,Wallbox - connectivity panel,2.00,$200.00 ,$400.00 ,OR,Baker School District 5J
,Invoice,5/26/16,INV15322,HoverCam Solo 5.  5 megapixel document camera,4.00,$260.93 ,"$1,043.72 ",OR,Belt School District 26
,Invoice,4/14/16,INV15145,Swivl Carrying Case: Ballistic nylon hard case,1.00,$36.00 ,$36.00 ,OR,Cascades Academy
,Invoice,4/14/16,INV15145,"Swivl Robot Pro -  Included: Base, Marker, Charger, Lanyard, 3x grips",1.00,$375.00 ,$375.00 ,OR,Cascades Academy
,Invoice,4/14/16,INV15145,Swivl Table Stand Comes with built in cable management clips.,1.00,$55.00 ,$55.00 ,OR,Cascades Academy
,Invoice,3/21/16,INV15057,"Boxlight Seattle X22N Replacement Lamp for Seattle X22N, X26N, WX25N, ProjectoWrite WX25N and ProjectoWrite WX25NS",10.00,$248.00 ,"$2,480.00 ",OR,Central High School
,Invoice,8/17/16,INV15579,iRover2 Base Unit for Short Throw Projector and Heavyweight Boards,1.00,"$1,899.00 ","$1,899.00 ",OR,Central Point Elementary School
,Invoice,1/5/16,INV14822,Wallbox - connectivity panel,1.00,$200.00 ,$200.00 ,OR,Crater High School Technology
,Invoice,3/30/16,INV15103,"Swivl Enhanced Audio Bundle: Portable bundle for team sharing and the ability to expand users. Includes - Swivl Robot, carrying case & additional marker",1.00,$449.00 ,$449.00 ,OR,"Fickle Passion Productions, Inc"
,Invoice,11/16/16,INV16007,HoverCam Solo 5.  5 megapixel document camera,1.00,$260.93 ,$260.93 ,OR,Grants Pass School District 7
,Invoice,11/16/16,INV16006,HoverCam Solo 5.  5 megapixel document camera,1.00,$260.93 ,$260.93 ,OR,Grants Pass School District 7
,Invoice,7/27/16,INV15500,HoverCam T3 (3-mega pixel document camera and scanner.  Upgrade of earlier version X300 and X500. 2011 models collapse into a smaller vertical profile and can also telescope the upper part of the Hovercam.,1.00,$212.43 ,$212.43 ,OR,Grants Pass School District 7
,Invoice,7/27/16,INV15501,HoverCam T3 (3-mega pixel document camera and scanner.  Upgrade of earlier version X300 and X500. 2011 models collapse into a smaller vertical profile and can also telescope the upper part of the Hovercam.,1.00,$212.43 ,$212.43 ,OR,Grants Pass School District 7
,Invoice,9/13/16,INV15690,HoverCam T3 (3-mega pixel document camera and scanner.  Upgrade of earlier version X300 and X500. 2011 models collapse into a smaller vertical profile and can also telescope the upper part of the Hovercam.,1.00,$212.43 ,$212.43 ,OR,Grants Pass School District 7
,Invoice,6/13/16,INV15365,HoverCam Solo 8,1.00,$435.53 ,$435.53 ,OR,Helena School District 1
,Invoice,6/20/16,INV15392,"HoverCam Ultra 8 Document Camera HDMI, VGA, SuperSpeed USB 3.0 Connectors",1.00,$435.53 ,$435.53 ,OR,Helena School District 1
,Invoice,7/5/16,INV15443,"HoverCam Ultra 8 Document Camera HDMI, VGA, SuperSpeed USB 3.0 Connectors",5.00,$435.53 ,"$2,177.65 ",OR,Helena School District 1
,Invoice,8/11/16,INV15547,"HoverCam Ultra 8 Document Camera HDMI, VGA, SuperSpeed USB 3.0 Connectors",1.00,$435.53 ,$435.53 ,OR,Helena School District 1
,Invoice,9/1/16,INV15653,"HoverCam Ultra 8 Document Camera HDMI, VGA, SuperSpeed USB 3.0 Connectors",1.00,$435.53 ,$435.53 ,OR,Helena School District 1
,Invoice,10/24/16,INV15898,"HoverCam Ultra 8 Document Camera HDMI, VGA, SuperSpeed USB 3.0 Connectors",5.00,$435.53 ,"$2,177.65 ",OR,Helena School District 1
,Invoice,8/15/16,INV15551,*****Horace Mann Elementary*****  CPU Lab- Move existing Activboard and ceiling projector to the right to be able to split the classroom. Install new Boxlight Short throw and Activboard in the other side of the split rooms. Includes raceway and cables needed for installation.,1.00,$942.75 ,$942.75 ,OR,Horace Mann Elementary School
,Invoice,8/15/16,INV15551,*****Mark Twain Elementary*****  Install new Boxlight short throw projectors and Activboards in room 109B and 236A. Includes VGA and video cables as well as Raceway. Connect CPU and Doc cam to system and test,2.00,$602.75 ,"$1,205.50 ",OR,Horace Mann Elementary School
,Invoice,9/30/16,INV15811,EPSON : Middle Zoom Lens 3 for Pro G7000 and L Series Projectors,1.00,"$1,453.53 ","$1,453.53 ",OR,Horace Mann Elementary School
,Invoice,9/30/16,INV15811,EPSON : PRO G7500UNL WUXGA 4KE 6500LM PROJECTOR,1.00,"$4,131.82 ","$4,131.82 ",OR,Horace Mann Elementary School
,Invoice,9/30/16,INV15811,Install Projector on back wall of Commons. Install cabling from projector to storage room that audio equipment is in. Install wall plate in storage room. Mount powered screen above stage on  wall. Test and commission system,1.00,"$2,125.00 ","$2,125.00 ",OR,Horace Mann Elementary School
,Invoice,9/30/16,INV15811,Peerless PRGS Series Projector Mount - Black,1.00,$142.85 ,$142.85 ,OR,Horace Mann Elementary School
,Invoice,9/30/16,INV15811,"Peerless: Projector Enclosure, WHT PE1120-W",1.00,$330.00 ,$330.00 ,OR,Horace Mann Elementary School
,Invoice,8/30/16,INV15611,Bracket to mount Activboard over existing whiteboard,1.00,$105.00 ,$105.00 ,OR,InterMountain ESD
,Invoice,11/7/16,INV15982,"ActivPen Student 50 -2 Pack - for use with 100, 300 & 300 Pro and 500 Pro ranges",1.00,$98.00 ,$98.00 ,OR,John Muir Elementary School
,Invoice,11/7/16,INV15982,"ActivWand 50, Cordless battery-free extended reach pen",2.00,$79.00 ,$158.00 ,OR,John Muir Elementary School
,Invoice,11/17/16,INV16009,"ActivWand 50, Cordless battery-free extended reach pen",1.00,$0.00 ,$0.00 ,OR,John Muir Elementary School
,Invoice,11/7/16,INV15982,"Teacher ActivPen 50 - 2 pack for use with 100, 300 & 300 Pro and 500 Pro ranges.",1.00,$74.00 ,$74.00 ,OR,John Muir Elementary School
,Invoice,8/8/16,INV15536,ActivWall 88 electronic interactive whiteboard with speakers & 2 x Digital Pen,1.00,"$1,899.00 ","$1,899.00 ",OR,Kids Unlimited
,Invoice,12/21/16,INV16114,"ActivBoard 6 Touch Range 78"" Dry Erase electronic interactive whiteboard. ActivInspire Professional Edition available FOC",1.00,"$1,099.00 ","$1,099.00 ",OR,Knappa School District 4
,Invoice,12/21/16,INV16114,Promethean ActivSoundBar - For use with ActivBoard Touch Range & ActivPanel Touch.  Brackets included,1.00,$149.00 ,$149.00 ,OR,Knappa School District 4
,Invoice,9/13/16,INV15700,Mimio Teach,2.00,$859.00 ,"$1,718.00 ",OR,Lebanon Cmty School District 9
,Invoice,6/7/16,INV15354,"Swivl C5 Series Bundle - Includes Swivl C Series Base, Case, Primary Marker, 4 expansion markers, 2 USB marker chargers & 1 year Pro Cloud",1.00,$960.00 ,$960.00 ,OR,Linn Benton Lincoln Education
,Invoice,6/7/16,INV15354,Swivl Floor Stand. Comes with built in cable management clips. Made for Swivl.,1.00,$89.00 ,$89.00 ,OR,Linn Benton Lincoln Education
,Invoice,5/17/16,INV15279,"HoverCam Ultra 8 Document Camera HDMI, VGA, SuperSpeed USB 3.0 Connectors",10.00,$435.53 ,"$4,355.30 ",OR,Mabton School District 120
,Invoice,10/25/16,INV15909,MimioView 340H Document Camera,1.00,$499.00 ,$499.00 ,OR,Marcola Elementary School
