Type,Date,Document Number,Description,Qty. Sold,Sales Price,Revenue,Address: Billing Address State,Customer,School District,Year,,,
Invoice,10/25/17,INV17054,"**Palmdale HS Room #374** Buy (2) ActivPanel 75"" HD - 2 x stylus, 1 x ActivBoard Digital Pen, Vesa Mount & cable pack included. ActivInspire Professional Edition available FOC.",1,"$4,349.00","$4,349.00",CA,Antelope Valley High School District,Antelope Valley High School District,2017,,,
Invoice,10/25/17,INV17054,"**Palmdale HS Room #525** Buy (2) ActivPanel 75"" HD - 2 x stylus, 1 x ActivBoard Digital Pen, Vesa Mount & cable pack included. ActivInspire Professional Edition available FOC.",1,"$4,349.00","$4,349.00",CA,Antelope Valley High School District,Antelope Valley High School District,2017,,,
Invoice,10/25/17,INV17054,"**Palmdale HS** Buy (2) ActivPanel 75"" HD - 2 x stylus, 1 x ActivBoard Digital Pen, Vesa Mount & cable pack included. ActivInspire Professional Edition available FOC.",1,"$4,349.00","$4,349.00",CA,Antelope Valley High School District,Antelope Valley High School District,2017,,,
Invoice,10/25/17,INV17054,"**Quartz Hill HS Room #401** Buy (2) ActivPanel 75"" HD - 2 x stylus, 1 x ActivBoard Digital Pen, Vesa Mount & cable pack included. ActivInspire Professional Edition available FOC.",1,"$4,349.00","$4,349.00",CA,Antelope Valley High School District,Antelope Valley High School District,2017,,,
Invoice,6/12/17,INV16643,"ActivPanel 70"" V5 - 1 x Pen, Vesa Mount & cable pack included. ActivInspire Professional Edition available FOC",1,"$4,349.00","$4,349.00",NV,Fernley High School,Lyon County School District,2017,,,
Invoice,5/31/17,INV16615,"ActivPanel 70"" V5 - 1 x Pen, Vesa Mount & cable pack included. ActivInspire Professional Edition available FOC",1,"$4,349.00","$4,349.00",NV,Pershing County School District,Pershing County School District,2017,,,
Invoice,8/9/17,INV16782,"ActivPanel 70"" V5 - 1 x Pen, Vesa Mount & cable pack included. ActivInspire Professional Edition available FOC",1,"$4,349.00","$4,349.00",NV,Spanish Springs Elementary School,Washoe County School District,2017,,,
Invoice,9/29/17,INV16961,"ActivPanel 70"" V5 - 1 x Pen, Vesa Mount & cable pack included. ActivInspire Professional Edition available FOC",1,"$4,349.00","$4,349.00",NV,Sparks High School,Washoe County School District,2017,,,
Invoice,9/30/17,INV17022,"ActivPanel 70"" V5 - 1 x Pen, Vesa Mount & cable pack included. ActivInspire Professional Edition available FOC",1,"$4,349.00","$4,349.00",NV,Sparks High School,Washoe County School District,2017,,,
Invoice,9/29/17,INV16956,"ActivPanel 70"" V5 - 1 x Pen, Vesa Mount & cable pack included. ActivInspire Professional Edition available FOC",1,"$4,349.00","$4,349.00",NV,Sun Valley Elementary School,Washoe County School District,2017,,,
Invoice,6/8/17,INV16633,"Belkin Secure and Charge w/ Surge. Lockable spaces for up to 10 tablets in cases. 1.18in thick. 10-outlet, 885 Joules surge protector included UL 1449 rating of 330V **ACT CMAS 3-15-70-3136A**",20,$216.00,"$4,320.00",CA,Oxnard School District,Oxnard School District,2017,,,
Invoice,6/5/17,INV16625,"ActivPanel 70"" V5 - 1 x Pen, Vesa Mount & cable pack included. ActivInspire Professional Edition available FOC",1,"$4,249.00","$4,249.00",NV,Echo Loder Elementary School,Washoe County School District,2017,,,
Invoice,2/9/17,INV16239,"ActivPanel 4.5 70"" with ActivConnect G-Series - 2 stylus, 1 x ActivPanel Digital Pen, Wall Mount & cable pack included. ActivInspire Professional Edition available FOC",1,"$4,249.00","$4,249.00",CA,Jefferson Elementary School,Riverside Unified School District,2017,,,
Invoice,5/11/17,INV16526,"ActivPanel 70"" V5 - 1 x Pen, Vesa Mount & cable pack included. ActivInspire Professional Edition available FOC",1,"$4,249.00","$4,249.00",NV,Pershing County School District,Pershing County School District,2017,,,
Invoice,2/21/17,INV16303,"ActivPanel 4.5 70"" with ActivConnect G-Series - 2 stylus, 1 x ActivPanel Digital Pen, Wall Mount & cable pack included. ActivInspire Professional Edition available FOC",1,"$4,249.00","$4,249.00",NV,Pleasant Valley Elementary School,Washoe County School District,2017,,,
Invoice,2/13/17,INV16257,"ActivPanel 4.5 70"" with ActivConnect G-Series - 2 stylus, 1 x ActivPanel Digital Pen, Wall Mount & cable pack included. ActivInspire Professional Edition available FOC",1,"$4,249.00","$4,249.00",NV,Sparks High School,Washoe County School District,2017,,,
Invoice,3/16/17,INV16374,"ActivPanel 4.5 70"" with ActivConnect G-Series - 2 stylus, 1 x ActivPanel Digital Pen, Wall Mount & cable pack included. ActivInspire Professional Edition available FOC",1,"$4,249.00","$4,249.00",,USDA Forest Service,COMPANY,2017,,,
Invoice,7/31/17,INV16746,"LENOVO : ThinkCentre M900, Intel Core i5-6500T (2.50GHz, 6MB), Windows 7 Professional 64 preinstalled through downgrade rights in Windows 10 Pro, 8.0GB, 1x256GB SSD SATA III, (x), Intel 8260, 3 Year On-site",5,$849.00,"$4,245.00",CA,Antelope Valley High School District,Antelope Valley High School District,2017,,,
Invoice,3/29/17,INV16402,"Philips 75"" Prosumer (16x7) E-LED Monitor, 4K UHD (3840x2160) 410 cd/m2, Landscape orientation, 3x HDMI inputs, DP Daisy Chain (input and Output), Quad-Viewing, OPS, Multiple Video/Audio USB thumb drive Auto-Playback, 7-event Day-part Scheduling on All inputs (including USB and RJ45), Failover on All inputs (including USB and RJ45), USB Port Disable, Network Auto-Restore, Wake-up on LAN, SmartCMS, SmartBrowser, Smart Control, One Wire, IR Pass Through, AC Out, 3 Year Warranty (3 year advanced exchange)",1,"$4,225.00","$4,225.00",CA,Snowline Joint Unified School District,Snowline Joint Unified School District,2017,,,
Invoice,9/19/17,INV16931,"Install Projectors, Activboards, Audio systems, PC's and components in new portables in August. Include new cables for projector",4,"$1,050.00","$4,200.00",WA,Explorer Community Elem School,Lake Washington School District 414,2017,,,
Invoice,6/12/17,INV16645,"Mount Upgrade Kit with DLP short-throw. Wallbox not included. For use with both current and previous versons of 64""/78""/87""/88""/95"" ActivBoards & ActivWall 88""",4,"$1,049.00","$4,196.00",NV,Silver Stage Elementary School,Lyon County School District,2017,,,
Invoice,9/21/17,INV16940,"ActivPanel 70"" V5 - 1 x Pen, Vesa Mount & cable pack included. ActivInspire Professional Edition available FOC",1,"$4,149.00","$4,149.00",CA,Baldy Mesa Elementary School,Snowline Joint Unified School District,2017,,,
Invoice,4/24/17,INV16466,"ActivPanel 4.5 70"" with ActivConnect G-Series - 2 stylus, 1 x ActivPanel Digital Pen, Wall Mount & cable pack included. ActivInspire Professional Edition available FOC",1,"$4,144.00","$4,144.00",WA,Discovery Elementary School,Issaquah School District,2017,,,
Invoice,3/6/17,INV16326,"ActivBoard 6 Touch Range 78"" Dry Erase electronic interactive whiteboard. ActivInspire Professional Edition available FOC",2,"$2,049.00","$4,098.00",NV,Dayton High School,Lyon County School District,2017,,,
Invoice,6/12/17,INV16644,"ActivBoard 10Touch Range 78"" Dry Erase electronic interactive whiteboard. ActivInspire Professional Edition available FOC.",2,"$2,049.00","$4,098.00",NV,Silver Stage Elementary School,Lyon County School District,2017,,,
Invoice,4/12/17,INV16446,"ActivBoard 6 Touch Range 78"" Dry Erase electronic interactive whiteboard. ActivInspire Professional Edition available FOC",2,"$2,049.00","$4,098.00",NV,Smith Valley Elementary School,Lyon County School District,2017,,,
Invoice,12/7/17,INV17195,"ProColor Integrated PC Module - I5 IPC 128GBSS, WIFI, Bluetooth for ProColor 551H, 651H, 701H, 751U, and 841U Interactive Flat Panels",6,$675.00,"$4,050.00",WA,City of Monroe Public Works,COMPANY,2017,,,
Invoice,5/25/17,INV16592,1 EACH OF THE FOLLOWING:,18,$222.42,"$4,003.56",NV,Marvin Picollo Spec Ed Center,Washoe County School District,2017,,,
Invoice,4/13/17,INV16456,"Clear Touch 70"" H+ Series Interactive Panel",2,"$2,000.00","$4,000.00",OR,Fossil School District 21J,Fossil School District 21J,2017,,,
Invoice,6/27/17,INV16683,RUCKUS WIRELESS: ZD3000 License Upgrade for additional 50 ZF AP's,1,"$4,000.00","$4,000.00",WA,Lakewood School District 306,Lakewood School District 306,2017,,,
Invoice,6/12/17,INV16645,"ActivBoard 10Touch Range 78"" Dry Erase electronic interactive whiteboard. ActivInspire Professional Edition available FOC.",4,"$1,000.00","$4,000.00",NV,Silver Stage Elementary School,Lyon County School District,2017,,,
Invoice,11/16/17,INV17121,BoxLight Procolor 751U . 752U Interactive Flat Panel **Container Price Special** **Please note ACT will store panels until August** Payment is due upon arrival of product to ACT's storage location** ***ACT is a Registered Vendor on the Digital Edge State Contract and BoxLight pricing can be referenced on the contract***,1,"$3,999.00","$3,999.00",WA,Central Kitsap School District 401,Central Kitsap School District 401,2017,,,
Invoice,11/16/17,INV17123,BoxLight Procolor 751U / 752U Interactive Flat Panel **Container Price Special** **Please note ACT will store panels until August** Payment is due upon arrival of product to ACT's storage location** ***ACT is a Registered Vendor on the Digital Edge State Contract and BoxLight pricing can be referenced on the contract***,1,"$3,999.00","$3,999.00",WA,Central Kitsap School District 401,Central Kitsap School District 401,2017,,,
Invoice,11/16/17,INV17122,BoxLight Procolor 751U / 752U Interactive Flat Panel **Container Price Special** **Please note ACT will store panels until August** Payment is due upon arrival of product to ACT's storage location** ***ACT is a Registered Vendor on the Digital Edge State Contract and BoxLight pricing can be referenced on the contract***,1,"$3,999.00","$3,999.00",WA,Central Kitsap School District 401,Central Kitsap School District 401,2017,,,
Invoice,5/31/17,INV16612,"ActivPanel 70"" V5 - 1 x Pen, Vesa Mount & cable pack included. ActivInspire Professional Edition available FOC",1,"$3,999.00","$3,999.00",CA,Emerson Elementary School,Riverside Unified School District,2017,,,
Invoice,5/23/17,INV16580,"ActivPanel 70"" V5 - 1 x Pen, Vesa Mount & cable pack included. ActivInspire Professional Edition available FOC",1,"$3,999.00","$3,999.00",CA,Highland Elementary School,Riverside Unified School District,2017,,,
Invoice,5/31/17,INV16613,"ActivPanel 70"" V5 - 1 x Pen, Vesa Mount & cable pack included. ActivInspire Professional Edition available FOC",1,"$3,999.00","$3,999.00",CA,Mountain View Elementary School,Riverside Unified School District,2017,,,
Invoice,5/11/17,INV16528,"ActivPanel 70"" V5 - 1 x Pen, Vesa Mount & cable pack included. ActivInspire Professional Edition available FOC",1,"$3,999.00","$3,999.00",CA,Pachappa Elementary School,Riverside Unified School District,2017,,,
Invoice,10/31/17,INV17086,"Woodmoor El rooms D4, D3, D5, E1, E4, E5 and E7- Remove projector and Activboard. Install new 70"" panel and update cables to new wall plate. Run rca to 3.5 cable from panel to amp for sound. Take board and projector to warehouse.",7,$565.00,"$3,955.00",WA,Northshore School District 417,Northshore School District 417,2017,,,
Invoice,11/30/17,INV17160,"Canyon Creek El rooms 20, 27, D105, P35, P36, P37 and P40- Remove projectors and Activboards. Install new 70"" panels and update cables to new wall plates. Run rca to 3.5 cables from panels to amps for sound. Take boards and projectors to warehouse.",7,$565.00,"$3,955.00",WA,Northshore School District 417,Northshore School District 417,2017,,,
Invoice,11/30/17,INV17163,"Crystal Springs El rooms , P6, P1A, P1B, P3, P9, P4 and 31- Remove projector and Activboard. Install new 70"" panel and update cables to new wall plate. Run rca to 3.5 cable from panel to amp for sound. Take board and projector to warehouse.",7,$565.00,"$3,955.00",WA,Northshore School District 417,Northshore School District 417,2017,,,
Invoice,11/30/17,INV17164,"East Ridge El rooms 32, comp lab, 1, 2, 24, 21 and 22- Remove projector and Activboard. Install new 70"" panel and update cables to new wall plate. Run rca to 3.5 cable from panel to amp for sound. Take board and projector to warehouse.",7,$565.00,"$3,955.00",WA,Northshore School District 417,Northshore School District 417,2017,,,
Invoice,5/12/17,INV16540,"Sharp 70"" Class (69.5” diagonal) Commercial LED Smart TV - Brilliant High Definition (1920 x 1080) resolution with 300 cd/m2 Brightness and 5,000:1 Contrast Ratio. Built-in USB Media Player, Digital Tuner, and 10W per Channel Stereo Audio System. 3-Year Onsite Limited Warranty",2,"$1,969.00","$3,938.00",WA,Marysville School District 25,Marysville School District 25,2017,,,
Invoice,7/31/17,INV16748,"PRM-10/20 replacement bulb (a 6"" lens offet to the left side of the projector). Also compatible with SU70, XU73, XU74, XU83, XU84, XU86, XU87 & XL40 projectors. (AKA POA-LMP126 or L1039)",35,$112.00,"$3,920.00",NV,Depoali Middle School,Washoe County School District,2017,,,
Invoice,11/9/17,INV17103,"55"" Prosumer (16/7) LED Monitor with Situation Ambient Light - FHD (1920x1080), 350 cd/m2, Dual-core platform, 8G cache memory for URL Caching, USB Playback, 7-event Day-part Scheduling on All inputs (including USB and RJ45), Multiple Video/Audio USB thumb drive Auto-playback, SmartCMS, SmartBrowser, USB port Disable, Network Auto-Restore, Wake-up on LAN, 3 Year Warranty (3 year advanced exchange)",4,$977.00,"$3,908.00",WA,Lakewood High School,Lakewood School District 306,2017,,,
Invoice,2/16/17,INV16296,Certified Installation - Installation of the BoxLight SoundLite **The following installation pricing is ONLY for the classrooms with ceiling mounted projectors with sufficient clearance from ceiling to install sound system**,52,$75.00,"$3,900.00",CA,Serrano High School,Snowline Joint Unified School District,2017,,,
Invoice,10/13/17,INV17026,Certified Professional Installation of Boxlight Projector with SoundLite system and cable kit,6,$650.00,"$3,900.00",CA,Vista Verde Elementary School,Snowline Joint Unified School District,2017,,,
Invoice,3/21/17,INV16385,N12 WXGA 4000 lumens Ultra Short Throw Projector with mount. Bulb.,3,"$1,295.00","$3,885.00",WA,Benjamin Rush Elem School,Lake Washington School District 414,2017,,,
Invoice,8/31/17,INV16872,Panel Only Install (Dual Fixed Mounts) 5 installs at Frank Wagner additional 3 installs at Frank Wagner,8,$485.00,"$3,880.00",TX,Monroe School District 103,Monroe School District 103,2017,,,
Invoice,5/4/17,INV16505,"Diversiboard Marker Board 96"" diagonal, 16:10, 52"" x 82"", steel glossy marker surface",7,$549.00,"$3,843.00",WA,Lakewood School District 306,Lakewood School District 306,2017,,,
Invoice,11/6/17,INV17094,"Parts for Project: 2700' CAT 6 cable, 300' Fiber, 300' innerduct conduit, 600' outside plant, 1 wall LIU, 12 LC Connectors, 22 jacks",1,"$3,793.00","$3,793.00",WA,Marysville School District 25,Marysville School District 25,2017,,,
Invoice,2/14/17,INV16272,"Leota JH- Room 617-Remove projector and Activboard. Install new 70"" panel and update cables to new wall plate. Run rca to 3.5 cable from panel to amp for sound. Take board and projector to warehouse. Room 619- Remove projector and Activboard. Install new 70"" panel and update cables to new wall plate. Run rca to 3.5 cable from panel to amp for sound. Take board and projector to warehouse. Room 623-Remove projector and Activboard. Install new 70"" panel and update cables to new wall plate. Run rca to 3.5 cable from panel to amp for sound. Take board and projector to warehouse. Room 710- Remove projector and Activboard. Install new 70"" panel and update cables to new wall plate. Run rca to 3.5 cable from panel to amp for sound. Take board and projector to warehouse. Room PE- Remove projector and Activboard. Install new 70"" panel and update cables to new wall plate. Run rca to 3.5 cable from panel to amp for sound. Take board and projector to warehouse.",5,$750.00,"$3,750.00",WA,Northshore School District 417,Northshore School District 417,2017,,,
Invoice,1/3/17,INV16146,"BenQ MW843UST Projector WXGA; 3000 ANSI Lumens; 13.6lbs; HDMI; D-Sub; S-V; A x2; 10W x2; AO; Control Terminals: (RJ45, RS232, USB), INCLUDES MOUNT",3,"$1,249.00","$3,747.00",CA,Los Banos Junior High School,Los Banos Unified School District,2017,,,
Invoice,6/8/17,INV16636,"Epson: 100 Whiteboard for Projection and Dry Erase A combined projection and dry-erase surface, this 100"" Whiteboard is the ultimate projection partner for classrooms. Featuring a matte-white, low-gloss surface, this Whiteboard enables high-quality projection with minimal glare or reflection. Ideal for use with widescreen WXGA projectors, it supports projected images up to 100"" diagonal (16:10). Plus, it's dust-free and easy to clean with the included cloth. A thin-bezel design allows for above-board mounting of an Epson BrightLink® interactive touch module; or, attach one directly on the magnetic surface. Designed for everyday use, this 100"" Whiteboard is the perfect solution for classrooms that need a large, multipurpose projection surface. Product Dimension (W x D x H): 54.6"" x 1.0"" 86.6"", Weight: 95 lbs.",4,$935.32,"$3,741.28",WA,Seattle Preparatory School,PRIVATE,2017,,,
Invoice,9/26/17,INV16953,"Smart 75"" LED Board 6075 Interactive Flat Panel with IQ and Smart Learning Suite",1,"$3,628.00","$3,628.00",WA,Lake Washington School District 414,Lake Washington School District 414,2017,,,
Invoice,7/31/17,INV16747,"Philips 65"" Prosumer (16/7) D-LED, 1920X1080, 350 cd/m2, Landscape only, Dual HDMI inputs, DP/DVI/VGA Daisy Chain (input and Output), OPS, Multiple Video/Audio USB thumb drive Auto-Playback, 7-event Day-part Scheduling on All inputs (including USB and RJ45), Failover on All inputs (including USB and RJ45), USB Port Disable, Network Auto-Restore, Wake-up on LAN, SmartCMS, SmartBrowser, Smart Control, IR Pass through and IP Loop through, Smart Insert, Edge alignment plate, Color Calibration Tool Option, 3 Year Warranty (3 year advanced exchange)",2,"$1,799.00","$3,598.00",CA,Quail Valley Middle School,Snowline Joint Unified School District,2017,,,
Invoice,9/12/17,INV16896,"BenQ MW824ST DLP Projector, 3000 lumen, HDMI, D-Sub x2, S-V, Com, A x2, 10w Spk x2, AO, Control terminals (RJ45/RS232/USB) 3 year warranty. (formerly MW821ST) **Digital Edge Contract ESD-112-16A**",3,"$1,199.25","$3,597.75",CA,Saroyan Elementary School,Central Unified School District,2017,,,
Invoice,6/22/17,INV16678,"Mount Upgrade Kit with DLP short-throw. Wallbox not included. For use with both current and previous versons of 64""/78""/87""/88""/95"" ActivBoards & ActivWall 88""",3,"$1,199.00","$3,597.00",NV,Dayton High School,Lyon County School District,2017,,,
Invoice,1/20/17,INV16173,"BoxLight ProjectoWrite 5 WX31NST - 3100 Lumen WXGA 1280 x 800, HDMI, 2 VGA, USB (for Wired Interactivity Only) S-Vid,Component. L4L Eligible Does not include Mount",3,"$1,199.00","$3,597.00",WA,Granite Falls School District 332,Granite Falls School District 332,2017,,,
Invoice,1/31/17,INV16221,Qomo QD3300 Document Camera,5,$715.00,"$3,575.00",CA,Moorpark Unified School District,Moorpark Unified School District,2017,,,
Invoice,5/18/17,INV16560,ActivWall 88 electronic interactive whiteboard with speakers & 2 x Digital Pen. UST and Wall mount included *WHILE SUPPLIES LAST*,2,"$1,770.00","$3,540.00",CA,Robertson High School,Fremont Unified School District,2017,,,
Invoice,3/15/17,INV16358,BoxLight N12 BNW Bulb WXGA UST 4000 lumens.,3,"$1,179.00","$3,537.00",CA,Snowline Joint Unified School District,Snowline Joint Unified School District,2017,,,
Invoice,5/16/17,INV16545,"DEMO 84"" ActivPanel",1,"$3,500.00","$3,500.00",WA,Olympic View Middle School,Mukilteo School District 6,2017,,,
Invoice,1/13/17,INV16164,WCSD ActivPanel Touch2 65”,1,"$3,499.00","$3,499.00",NV,Washoe County School District,Washoe County School District,2017,,,
Invoice,1/13/17,INV16164,WCSD ActivPanel Touch2 65” from Reno Warehouse inventory,1,"$3,499.00","$3,499.00",NV,Washoe County School District,Washoe County School District,2017,,,
Invoice,3/8/17,INV16341,"Philips 65"" Prosumer (16/7) D-LED, 1920X1080, 350 cd/m2, Landscape only, Dual HDMI inputs, DP/DVI/VGA Daisy Chain (input and Output), OPS, Multiple Video/Audio USB thumb drive Auto-Playback, 7-event Day-part Scheduling on All inputs (including USB and RJ45), Failover on All inputs (including USB and RJ45), USB Port Disable, Network Auto-Restore, Wake-up on LAN, SmartCMS, SmartBrowser, Smart Control, IR Pass through and IP Loop through, Smart Insert, Edge alignment plate, Color Calibration Tool Option, 3 Year Warranty (3 year advanced exchange)",2,"$1,749.00","$3,498.00",CA,Pacheco High School,Los Banos Unified School District,2017,,,
Invoice,12/13/17,INV17211,"BoxLight Procolor 75"" Interactive Flat Panel Ultra High Def 4k resolution with Android ***Monroe Container pricing**8",1,"$3,490.00","$3,490.00",WA,Chestnut Hill Academy,PRIVATE,2017,,,
Invoice,12/13/17,INV17210,"BoxLight Procolor 75"" Interactive Flat Panel Ultra High Def 4k resolution with Android ***Monroe Container pricing**8",1,"$3,490.00","$3,490.00",WA,Chestnut Hill Academy,PRIVATE,2017,,,
Invoice,10/2/17,INV16969,"Material: All CAT 6 Cable, jacks, back plates, sleeves, J hooks, faceplates. Customer to supply patch panels in MDF.",0.8,"$4,362.00","$3,489.60",WA,Marysville School District 25,Marysville School District 25,2017,,,
Invoice,7/13/17,INV16718,"Philips 65"" Prosumer (16/7) D-LED, 1920X1080, 350 cd/m2, Landscape only, Dual HDMI inputs, DP/DVI/VGA Daisy Chain (input and Output), OPS, Multiple Video/Audio USB thumb drive Auto-Playback, 7-event Day-part Scheduling on All inputs (including USB and RJ45), Failover on All inputs (including USB and RJ45), USB Port Disable, Network Auto-Restore, Wake-up on LAN, SmartCMS, SmartBrowser, Smart Control, IR Pass through and IP Loop through, Smart Insert, Edge alignment plate, Color Calibration Tool Option, 3 Year Warranty (3 year advanced exchange)",2,"$1,725.00","$3,450.00",WA,Harbour Pointe Middle School,Mukilteo School District 6,2017,,,
Invoice,5/3/17,INV16501,"Philips 65"" Prosumer (16/7) D-LED, 1920X1080, 350 cd/m2, Landscape only, Dual HDMI inputs, DP/DVI/VGA Daisy Chain (input and Output), OPS, Multiple Video/Audio USB thumb drive Auto-Playback, 7-event Day-part Scheduling on All inputs (including USB and RJ45), Failover on All inputs (including USB and RJ45), USB Port Disable, Network Auto-Restore, Wake-up on LAN, SmartCMS, SmartBrowser, Smart Control, IR Pass through and IP Loop through, Smart Insert, Edge alignment plate, Color Calibration Tool Option, 3 Year Warranty (3 year advanced exchange)",2,"$1,725.00","$3,450.00",WA,Olympic View Middle School,Mukilteo School District 6,2017,,,
Invoice,9/13/17,INV16899,Early childhood Center/Mountain View School Material,1,"$3,444.25","$3,444.25",WA,Marysville School District 25,Marysville School District 25,2017,,,
Invoice,12/4/17,INV17181,"Installation of Ceiling projector and Document camera. Per Specifications of: 2017 SHORELINE CENTER PROJECTOR UPGRADE PROJECT **Please Note** ACT Cannot guarantee completion during the summer. ACT will make every attempt, but it is a first come first serve for PO's. **ACT participates in the following State Contracts: Digital Edge, OETC, and KCDA**",8,$425.00,"$3,400.00",WA,Shoreline School District 412,Shoreline School District 412,2017,,,
Invoice,10/18/17,INV17037,"BoxLight Rainier IFPD-MOB Motorized height adjustable mobile cart. For use with entire BOXLIGHT ProColor line up to 84"". Includes mobile base, adjustable column, wired remote, and vesa plate",2,"$1,699.00","$3,398.00",WA,John F. Kennedy Catholic High School - Burien,PRIVATE,2017,,,
Invoice,9/7/17,INV16892,"Rainier IFPD-MOB Motorized height adjustable mobile cart. For use with entire BOXLIGHT ProColor line up to 86"". Includes mobile base, adjustable column, wired remote, and vesa plate",2,"$1,699.00","$3,398.00",CA,Sierra Middle School,Riverside Unified School District,2017,,,
Invoice,10/31/17,INV17083,"Sunrise El rooms 122, 123, 201, 202, 213 and 204 Remove projector and Activboard. Install new 70"" panel and update cables to new wall plate. Run rca to 3.5 cable from panel to amp for sound. Take board and projector to warehouse.",6,$565.00,"$3,390.00",WA,Northshore School District 417,Northshore School District 417,2017,,,
Invoice,10/31/17,INV17084,"Timbercrest Middle rooms 102, 104, 108, 219, lib and 208 Remove projector and Activboard. Install new 70"" panel and update cables to new wall plate. Run rca to 3.5 cable from panel to amp for sound. Take board and projector to warehouse.",6,$565.00,"$3,390.00",WA,Northshore School District 417,Northshore School District 417,2017,,,
Invoice,10/24/17,INV17049,"AE Microphone XD Teacher Mic Kit - includes Pendant mic, 1LiON Battery, USB PS & Cable (KIT) **Per Digital Edge Contract ESD112-DE-16A**",15,$225.00,"$3,375.00",TX,Monroe School District 103,Monroe School District 103,2017,,,
Invoice,10/24/17,INV17049,"Audio Enhancement Microphone XD Handheld Mic Kit - includes HH mic, 1 LiON Battery, USB Cable (KIT) **Per Digital Edge Contract ESD112-DE-16A**",15,$225.00,"$3,375.00",TX,Monroe School District 103,Monroe School District 103,2017,,,
Invoice,7/31/17,INV16746,Adjustable Wall Mount Light - Motorized Height Adjustment (for use with up to 5070H+),4,$825.00,"$3,300.00",CA,Antelope Valley High School District,Antelope Valley High School District,2017,,,
Invoice,6/22/17,INV16678,"ActivBoard 10Touch Range 78"" Dry Erase electronic interactive whiteboard. ActivInspire Professional Edition available FOC.",3,"$1,099.00","$3,297.00",NV,Dayton High School,Lyon County School District,2017,,,
Invoice,7/18/17,INV16730,"ActivBoard 10Touch Range 78"" Dry Erase electronic interactive whiteboard. ActivInspire Professional Edition available FOC. Also includes bracket kit.",3,"$1,099.00","$3,297.00",NV,Sutro Elementary School,Lyon County School District,2017,,,
Invoice,7/13/17,INV16723,"Certified Professional Installation-Installation of (2) 75” ActivPanels and wall mounts’, Lenovo Micro PCs behind ActivPanel (right side), Audio Enhancement System and (4) ceiling Speakers (amp behind AP, right side), (2) Pixie Plus AV controller system (right side of AP) and Programing, Apple TV behind ActivPanel. (2) Power Drops, (2) Data runs. All cabling will be in wall. ***Antelope Valley ROP room F1 (Steel Case Room)*** ***DigitalEdge Contract #ESD112-DE-16A***",1,"$3,240.00","$3,240.00",CA,Antelope Valley High School District,Antelope Valley High School District,2017,,,
Invoice,7/13/17,INV16725,"Certified Professional Installation-Installation of (2) 75” ActivPanels and wall mounts, (2) Lenovo Micro PCs behind ActivPanel (right side), (2) Pixie Plus AV controller systems (right side of APs) and Programing. (2) Power Drops. All cabling will be in wall. ***Antelope Valley ROP room D1*** ***DigitalEdge Contract #ESD112-DE-16A***",1,"$3,230.00","$3,230.00",CA,Antelope Valley High School District,Antelope Valley High School District,2017,,,
Invoice,8/23/17,INV16830,"Mount Upgrade Kit with DLP ultra short-throw. Wallbox not included. For use with both current and previous versons of 64""/78""/87""/88""/95"" ActivBoards & ActivWall 88""",2,"$1,599.00","$3,198.00",OR,Baker School District 5J,Baker School District 5J,2017,,,
Invoice,12/31/17,INV17045,"Mount Upgrade Kit with DLP ultra short-throw. Wallbox not included. For use with both current and previous versons of 64""/78""/87""/88""/95"" ActivBoards & ActivWall 88""",2,"$1,599.00","$3,198.00",WA,Skyline Communications,COMPANY,2017,,,
Invoice,4/11/17,INV16445,Tech Tub2® Modular Cart - holds 24 devices,3,"$1,065.00","$3,195.00",WA,St. Frances Cabrini Catholic School,PRIVATE,2017,,,
Invoice,6/8/17,INV16636,"CA 50A System with 4-Wall Speakers w/ brackets, 4-50' Speaker Cables and 25' 3.5mm cable (KIT) 3000-0456 CA-50 Amplifier (Power Supply 3010-0100 Sold Separately) 1 each 3210-0020 Cable 25ft 3.5X3.5 Cable 1 each 3200-0003 Cable Wire Speaker 50 ft tinned plenum rated speaker wire 4 each 3300-0003 Speaker White Wall Speaker - WS-09 4 each 3010-0100 Power Supply Switching for the Achiever, Ultimate III, Elite II and IR Receiver 1 each",4,$795.00,"$3,180.00",WA,Seattle Preparatory School,PRIVATE,2017,,,
Invoice,6/26/17,INV16682,BoxLight Lamps4life-EDU - Warranty. Boxlight will exchange the lamp for the life of the projector!,32,$99.00,"$3,168.00",WA,Mukilteo School District 6,Mukilteo School District 6,2017,,,
Invoice,1/30/17,INV16216,"Includes DLP short throw projector and upgrade kit. Compatible with 64"", 78"", 87"" and 95"" ActivBoards on V3 systems - Original projector plate required",5,$632.00,"$3,160.00",CA,Fremont Intermediate,Oxnard Elementary School District,2017,,,
Invoice,5/10/17,INV16524,Promethean PRM-45A Projector,5,$632.00,"$3,160.00",CA,Rose Avenue Elementary School,Modesto City Schools,2017,,,
